Time,IDX0GBPEURCR,IDX0USDEURCR,IDX0BRLEURCR,IDX0IDREURCR,IDX0CNYUSDCR,JPMEMUGBI,JPMUS3T5,JPMUS5T7,JPMUS7T10,JPEIGLBL,ER01,ER02,HE00,H0A0,EU0009658152,FTPTT100,GDUEEGF,MSCI0GDLETCF,SPTR,NASDAQ100,IDX00GOLDBUL,IDX000WTIOIL,IDX00DJUBSCM,JPMCASH3M
12/3/1999,0.011636,0.015895,0.041631,0.008144,0.001113,0.005432,0.001068,0.000131,-0.001473,-0.000362,0.001483,0.003545,0.013339,0.003418,0.015712,0.008737,0.028454,0.010422,0.012175,0.017888,-0.065278,-0.056997,-0.017022,0.000653
12/10/1999,0.001858,-0.011041,-0.001717,-0.003109,0.000857,0.009458,0.004388,0.006997,0.008904,0.012026,0.002305,0.006421,0.000299,0.007267,0.001962,-0.000020,0.027003,-0.030263,-0.011189,0.009744,-0.003897,-0.022472,-0.014416,0.000649
12/17/1999,-0.005439,0.005187,0.038811,0.027504,0.000770,-0.012376,-0.006875,-0.011522,-0.014726,0.008300,-0.002415,-0.006885,0.000291,-0.003064,0.017990,-0.002032,-0.000023,-0.005019,0.003114,0.048881,0.016015,0.059849,0.035336,0.000657
12/24/1999,0.005310,-0.001748,-0.012822,0.006127,0.000609,0.002811,-0.002138,-0.004163,-0.005667,0.007106,0.001170,0.001797,0.001329,-0.000162,0.053527,0.012479,0.029875,-0.049007,0.026418,0.068580,0.010528,-0.038145,-0.004499,0.000708
12/31/1999,0.002538,0.002802,0.025543,-0.004427,0.000453,-0.005489,0.000127,0.000027,-0.001004,0.008997,-0.000062,-0.003063,-0.000108,0.000077,0.025791,0.018659,0.040749,0.034135,0.007640,0.032741,0.003810,-0.004666,-0.002207,0.000952
1/7/2000,-0.005185,-0.019710,-0.035149,-0.030262,0.000494,-0.002229,-0.000406,-0.000533,-0.001731,-0.002389,0.000487,-0.000645,-0.007864,-0.005217,-0.052177,-0.061311,0.006625,0.041460,-0.018586,-0.048069,-0.021766,-0.053906,-0.016513,0.000741
1/14/2000,0.012670,0.017618,0.032756,0.024323,0.000401,-0.002853,-0.003035,-0.005144,-0.007540,-0.004790,0.001018,-0.000408,0.003520,-0.000353,0.039087,0.023588,0.047896,-0.059178,0.016539,0.049620,0.014126,0.156895,0.049177,0.000698
1/21/2000,0.013606,0.002893,0.022973,-0.025421,0.000430,-0.001157,-0.001219,-0.002577,-0.004805,0.002289,0.000115,-0.001844,0.006357,0.000712,-0.022792,-0.046771,-0.015462,-0.017142,-0.016181,0.039198,0.017397,0.063526,0.023676,0.000723
1/28/2000,0.018567,0.036531,0.023271,0.017761,0.000986,-0.001156,0.000219,0.003392,0.008504,-0.007613,-0.000814,-0.002119,0.003494,0.001318,0.013275,0.004745,-0.016527,-0.001573,-0.056149,-0.104892,-0.021565,-0.086577,-0.009777,0.000265
2/4/2000,-0.025470,-0.008154,0.011272,-0.018973,0.000408,0.006226,0.000812,0.001731,0.005900,0.020655,0.001451,0.004145,-0.002409,0.001055,0.070712,-0.029749,0.032833,-0.015810,0.047437,0.124267,0.094409,0.058780,0.025421,0.000714
2/11/2000,-0.002717,-0.003864,-0.002341,0.027810,0.000432,-0.002888,-0.000910,-0.004229,-0.009305,0.012258,0.000062,-0.001903,0.002539,0.000768,0.014823,0.001355,0.027239,-0.102311,-0.025759,0.024396,0.001921,0.021513,-0.001723,0.000722
2/18/2000,0.009021,0.004145,0.001286,-0.008659,0.000572,0.001730,0.002862,0.004874,0.007444,0.005940,-0.000539,0.000085,0.001468,0.001210,-0.022343,-0.004576,-0.020448,0.042736,-0.029341,-0.000791,-0.020101,0.002378,-0.004376,0.000593
2/25/2000,0.005946,0.009710,0.013283,0.022136,0.000302,0.007038,0.007060,0.008737,0.009866,0.007155,0.002900,0.006169,0.004728,0.000980,0.025618,0.006969,-0.024891,-0.104770,-0.009248,0.053667,-0.041306,0.024399,-0.007342,0.000614
3/3/2000,0.006342,0.017491,0.036413,0.002473,0.000337,0.000154,-0.001523,-0.000390,0.000015,0.018323,-0.000264,-0.000364,0.000951,-0.002090,0.046333,0.047927,0.021589,-0.041993,0.057240,0.063249,-0.014634,0.042342,0.024988,0.000661
3/10/2000,-0.005640,-0.004835,-0.002684,0.010685,0.000408,0.003952,0.000887,0.000135,-0.000138,0.010519,0.001032,0.002234,0.018077,-0.000102,-0.006130,0.014107,0.004648,0.045653,-0.009732,0.032477,0.006686,0.007934,-0.000603,0.000494
3/17/2000,-0.009257,-0.008189,-0.002849,-0.018374,0.000466,0.007096,0.006026,0.009641,0.012862,0.003013,0.002290,0.004575,0.000169,-0.002659,-0.034238,0.000117,-0.035568,0.004048,0.050070,-0.031983,-0.015869,-0.026763,0.004406,0.000681
3/24/2000,0.006711,-0.005465,0.000116,-0.007352,0.000248,0.000872,-0.001243,-0.000816,-0.000313,0.007975,0.000853,0.000807,-0.012355,-0.002677,0.028612,0.027618,0.029269,-0.017260,0.043045,0.056562,0.001075,-0.095115,-0.017245,0.000774
3/31/2000,0.021992,0.023935,0.023647,0.007431,0.000281,0.002042,0.006855,0.010140,0.013263,-0.008996,0.001212,0.001486,-0.013341,-0.009365,-0.024097,-0.029091,-0.027777,0.023565,-0.018757,-0.062616,-0.022611,-0.038255,-0.002088,0.000621
4/7/2000,-0.006632,0.000673,-0.000497,-0.009809,0.000221,0.002253,0.006001,0.008281,0.011110,-0.009242,0.001772,0.001492,0.002344,0.001565,0.001900,0.004758,0.002347,0.003279,0.012150,-0.024173,0.003906,-0.067286,-0.028244,0.000701
4/14/2000,-0.002146,-0.006724,-0.030087,0.001699,0.000382,-0.002018,0.002015,-0.000098,-0.001918,-0.009714,-0.000595,-0.001758,0.001384,0.000081,-0.042752,-0.058571,-0.071599,0.045696,-0.105273,-0.253017,0.007479,0.021124,0.001335,0.000641
4/21/2000,0.021966,0.026831,0.032156,-0.023666,0.000491,-0.001343,-0.000793,-0.001671,-0.002899,-0.000223,-0.000333,-0.001182,-0.009466,0.000699,0.017247,0.010555,-0.029122,0.055982,0.057573,0.093455,-0.010923,0.064793,0.015995,0.000675
4/28/2000,0.010261,0.028516,0.014992,0.039423,0.000249,0.000646,-0.009165,-0.011643,-0.012690,0.000669,-0.000333,-0.000588,0.001818,-0.002825,0.036805,0.014038,0.002238,-0.011871,0.012720,0.076424,-0.024163,-0.056452,-0.005345,0.000483
5/5/2000,0.003246,0.017082,0.022440,0.012070,0.000508,-0.008838,-0.005535,-0.009095,-0.015157,-0.026908,-0.002954,-0.007158,0.001500,-0.003099,0.009619,-0.013822,-0.010762,0.019366,-0.013478,-0.022480,0.021697,0.060218,0.029591,0.000271
5/12/2000,-0.030761,-0.024232,-0.040870,-0.079126,0.000904,0.002155,0.000028,0.000246,0.001183,-0.021870,-0.000264,0.000440,-0.009616,-0.001935,-0.019559,0.007402,-0.031624,0.004275,-0.007545,-0.076487,-0.003427,0.086112,0.030798,0.000860
5/19/2000,0.002709,0.025207,0.026008,0.038301,0.000791,-0.002288,0.001774,0.001654,0.001003,0.003102,-0.001363,-0.003611,-0.023504,-0.004610,-0.033224,-0.037314,-0.015007,0.073897,-0.009647,-0.042748,-0.008536,-0.001350,0.011535,0.000563
5/26/2000,-0.033611,-0.035439,-0.032256,-0.051912,0.000514,0.013357,0.006608,0.009964,0.014113,0.008052,0.004236,0.008438,-0.015513,-0.004366,-0.009426,0.028460,-0.035424,-0.093859,-0.020399,-0.048825,-0.008300,0.013514,0.006798,0.001074
6/2/2000,-0.002865,-0.015823,0.005690,0.009208,0.000518,0.004488,0.007557,0.009687,0.011937,0.042602,0.001105,0.002012,0.022511,0.005939,0.083926,0.066186,0.094470,0.092221,0.072340,0.210944,0.033415,0.012000,-0.005825,0.000748
6/9/2000,-0.007457,-0.007213,-0.006264,-0.041728,0.000527,-0.002551,0.001221,0.002271,0.002683,0.006551,-0.000981,-0.001781,0.004471,0.006979,-0.024719,-0.026996,0.010223,0.052146,-0.013589,0.001222,0.007736,-0.005270,-0.003999,0.000684
6/16/2000,-0.007766,-0.011381,-0.010869,-0.007409,0.000504,0.004327,0.006955,0.008776,0.010015,0.008218,0.003411,0.004856,0.007303,0.003558,-0.001466,0.013089,-0.019896,0.003595,0.005444,0.007207,0.016793,0.070530,0.004109,0.001106
6/23/2000,0.021750,0.031541,0.019822,0.023796,0.000318,-0.007124,-0.005239,-0.008334,-0.011669,-0.008808,-0.001888,-0.005326,-0.003268,0.002523,-0.006763,-0.020483,-0.010478,-0.016777,-0.015631,-0.026948,-0.022001,0.071760,0.007391,0.000763
6/30/2000,-0.008612,-0.017014,-0.004434,-0.025379,0.000125,0.003636,0.007591,0.009663,0.011619,0.012915,0.001296,0.003132,-0.010594,0.002056,-0.018171,-0.012326,0.015101,0.030350,0.009276,0.021298,0.023521,-0.062049,-0.001136,0.000859
7/7/2000,0.004500,0.004749,0.010131,-0.053618,0.000163,-0.000981,0.003551,0.004726,0.004089,0.012424,0.000813,0.000168,-0.001252,0.002245,0.020935,0.029449,0.014302,0.032134,0.017068,0.020586,-0.023629,-0.068308,-0.029894,0.000964
7/14/2000,0.001974,0.010968,0.011680,-0.007520,0.000279,-0.001217,-0.003112,-0.004600,-0.005293,0.004898,-0.000882,-0.001032,0.003301,0.002564,0.013241,-0.003414,0.007421,0.032267,0.021128,0.052035,0.011587,0.036988,0.004351,0.000849
7/21/2000,0.012954,0.002115,0.006951,0.068054,0.000318,0.002585,0.004583,0.006500,0.008228,0.006481,0.001137,0.001260,-0.002372,0.003504,-0.015377,-0.014640,-0.027367,0.018179,-0.019672,-0.032763,-0.004176,-0.090446,-0.011648,0.000785
7/28/2000,0.005787,0.015465,0.024851,0.019494,0.000364,0.003622,0.000907,0.000543,-0.000330,0.002395,0.001092,0.001502,-0.008666,-0.002557,-0.033235,-0.006701,-0.047944,-0.080166,-0.040557,-0.110378,-0.008747,-0.013305,-0.009988,0.000902
8/4/2000,0.019056,0.016587,0.014119,0.050225,0.000261,0.001613,0.006256,0.008387,0.010115,0.011732,0.001335,0.001081,-0.017622,0.000364,-0.001978,0.004698,0.005842,0.026784,0.030618,0.040641,-0.019703,0.063165,0.017571,0.000948
8/11/2000,0.003256,0.006694,0.004611,0.044111,0.000309,0.002740,-0.000219,-0.000462,-0.000587,0.010337,0.000392,0.000870,0.009485,0.002438,0.025792,0.004601,0.005628,-0.038570,0.006468,0.007180,0.006104,0.035381,0.013287,0.000775
8/18/2000,-0.011900,-0.003846,-0.011912,-0.005082,0.000185,-0.003082,0.000521,0.000876,0.002355,-0.007063,-0.000671,-0.002550,-0.002730,-0.003590,0.000457,0.027996,0.009762,0.026023,0.013715,0.044696,0.005025,0.031270,0.011996,0.000682
8/25/2000,-0.008683,0.005109,0.003316,0.007459,0.000102,0.000150,0.004114,0.005083,0.005108,0.012187,0.000933,0.001039,-0.015845,0.003616,-0.000975,0.003171,-0.007033,-0.060476,0.009975,0.032499,-0.011036,0.063770,0.011356,0.000820
9/1/2000,-0.000492,0.003010,0.004577,0.011425,0.000279,0.003713,0.004276,0.004682,0.004692,0.009611,0.002595,0.003417,0.014016,0.006965,0.023983,0.035358,-0.007035,-0.007009,0.009891,0.042747,0.008261,-0.019101,0.028611,0.001158
9/8/2000,0.002943,0.037840,0.043813,0.024848,0.000080,-0.003577,0.000264,-0.000863,-0.002153,-0.003224,0.000017,-0.000659,0.012481,0.008391,-0.013135,-0.028067,-0.010333,0.005156,-0.017155,-0.069734,-0.014553,0.007490,0.008543,0.000910
9/15/2000,0.002871,0.015452,0.002523,-0.024575,0.000487,0.000116,0.002006,-0.000152,-0.004551,-0.012837,0.003022,0.003925,0.000628,-0.000203,-0.005684,-0.027688,-0.031765,-0.074119,-0.018943,-0.035954,-0.003661,0.068391,0.009157,0.001080
9/22/2000,0.013862,-0.025109,-0.023249,-0.026060,0.000043,0.004305,0.001166,0.002215,0.002317,-0.011651,0.002805,0.004417,-0.039089,-0.011033,-0.048809,-0.032653,-0.068900,-0.147750,-0.011587,0.006759,-0.002491,-0.092680,-0.016312,0.000967
9/29/2000,0.008143,-0.006583,-0.004800,-0.006489,0.000107,0.001125,0.003145,0.003586,0.004307,0.014052,-0.000164,-0.000547,-0.016372,-0.006209,-0.006107,0.014607,0.022466,0.105298,-0.008174,-0.035278,0.006493,-0.053988,-0.014463,0.000525
10/6/2000,-0.003633,0.016819,0.012428,0.016289,0.000383,-0.000151,0.000864,0.001498,0.001135,0.000986,0.000889,0.000174,-0.009750,-0.003832,0.008787,0.015564,-0.007030,0.072213,-0.018820,-0.072444,-0.017307,0.000649,-0.006317,0.000974
10/13/2000,0.017453,0.014828,0.006731,0.002653,0.000375,0.003858,0.005675,0.006707,0.007755,-0.018406,0.002347,0.003107,-0.028712,-0.011913,-0.035351,-0.028087,-0.073262,-0.125664,-0.024595,-0.010317,0.009910,0.133830,0.040587,0.001122
10/20/2000,0.017708,0.016838,0.012016,0.013379,0.000437,-0.000230,0.002467,0.004679,0.007004,-0.010406,-0.000456,-0.004154,-0.033116,-0.010235,0.022323,0.010905,0.009524,0.034019,0.016632,0.054561,-0.005438,-0.035439,-0.031939,0.000905
10/27/2000,0.006159,0.003643,-0.009949,-0.014835,0.000253,0.001225,-0.001922,-0.002915,-0.003561,-0.004964,0.000878,0.001642,0.020822,-0.001798,0.015630,0.014411,-0.003899,-0.008111,-0.012320,-0.081398,-0.027086,-0.029926,-0.030045,0.000830
11/3/2000,-0.035656,-0.031224,-0.043631,-0.030238,0.000781,0.000787,-0.001179,-0.003170,-0.005728,0.008315,0.001557,0.001366,0.002759,-0.006971,0.027387,0.002970,0.034834,0.017729,0.034430,0.046188,0.000775,-0.000916,0.014095,0.001007
11/10/2000,-0.007746,0.008450,0.006985,-0.000263,0.000391,0.000149,0.002070,0.003047,0.003829,-0.008193,0.001710,0.001794,-0.007462,-0.001295,-0.032632,0.002473,-0.011523,-0.011089,-0.042253,-0.129940,0.005551,0.040049,0.020556,0.001027
11/17/2000,0.012199,0.014244,0.006521,-0.010795,0.000353,0.003434,0.003351,0.005040,0.007286,0.013839,0.001973,0.002484,-0.024278,-0.003984,0.005486,0.007038,-0.030507,-0.008353,0.001636,0.015414,0.004943,0.042034,0.032162,0.001117
11/24/2000,-0.004683,0.012017,0.017397,0.020358,0.000219,0.003689,0.002711,0.003780,0.005370,0.001481,0.000805,-0.000115,-0.046784,-0.013283,-0.004167,-0.017115,-0.042494,-0.119006,-0.018875,-0.035682,0.001469,0.015515,0.015286,0.000950
12/1/2000,-0.018235,-0.047327,-0.053504,-0.055767,0.000410,0.006912,0.006213,0.008368,0.009668,-0.002800,0.003464,0.004669,-0.012275,-0.019414,-0.020411,-0.024731,-0.028120,0.031808,-0.019408,-0.099060,0.009631,-0.110556,-0.020704,0.001114
12/8/2000,-0.003296,-0.009705,-0.005390,-0.010657,0.000449,0.003367,0.006715,0.008355,0.011881,0.018489,0.003452,0.003869,-0.000126,0.005059,0.010426,0.019284,0.057876,0.026284,0.041820,0.135563,0.011813,-0.111805,0.025130,0.001113
12/15/2000,0.007822,-0.008397,-0.004941,0.013471,0.000548,0.006361,0.006907,0.009819,0.011689,0.000780,0.002395,0.004882,0.043702,0.016643,-0.035119,-0.017764,-0.020779,-0.019990,-0.041917,-0.119469,-0.008054,0.015120,-0.009106,0.000976
12/22/2000,-0.028104,-0.028534,-0.023935,-0.019938,0.000436,0.001233,0.009182,0.010145,0.011793,0.016008,0.002635,0.002689,0.019369,0.001430,-0.013169,-0.012537,-0.029203,-0.072988,-0.004616,-0.044409,0.009567,-0.097333,-0.004590,0.001103
12/29/2000,-0.009548,-0.020414,-0.014692,-0.058160,0.000597,0.002371,-0.002246,-0.003734,-0.006399,0.004246,0.001817,0.002471,-0.001389,0.000753,0.025025,0.021818,0.009228,0.024788,0.011210,-0.038814,-0.006920,0.028396,0.027539,0.000991
1/5/2001,-0.007605,-0.014700,-0.015239,0.004976,0.000436,0.010161,0.012325,0.013375,0.014236,0.017269,0.005112,0.008463,0.016078,0.014923,-0.007860,-0.003876,0.045856,0.018981,-0.016457,-0.031537,-0.016825,0.042910,-0.006812,0.001150
1/12/2001,-0.010650,0.006156,0.011025,-0.002511,0.000524,-0.007268,-0.008240,-0.011923,-0.017211,0.004056,-0.002568,-0.004729,0.055355,0.023695,0.000879,-0.005253,0.013498,0.037811,0.015719,0.105033,-0.007407,0.075134,0.010479,0.000656
1/19/2001,0.007641,0.018478,0.014799,0.037122,0.000519,0.001032,0.005033,0.006153,0.006487,0.009576,0.001944,0.002698,0.023852,0.011675,-0.003781,0.007101,0.049072,0.070368,0.018441,0.059708,0.001094,0.071215,0.001738,0.001033
1/26/2001,0.005687,0.010753,0.004050,0.013226,0.000119,-0.000034,-0.001438,-0.002883,-0.004850,0.006817,-0.000882,-0.000715,-0.005732,0.006185,0.008508,0.013893,0.000891,0.009235,0.009315,-0.009000,-0.007840,-0.075179,-0.010011,0.000860
2/2/2001,-0.002244,-0.012692,-0.017989,-0.020677,0.000487,0.005066,0.004457,0.006690,0.009699,0.010843,0.002707,0.004847,0.005801,0.008708,-0.019854,-0.005854,0.016044,0.004525,-0.003767,-0.060643,0.015479,0.047699,0.010717,0.001060
2/9/2001,-0.004583,0.013325,0.017891,0.015766,0.000327,0.001765,0.002136,0.002360,0.002705,-0.002184,0.000637,0.000840,0.009038,0.008012,-0.017455,-0.014725,-0.022676,-0.018514,-0.025393,-0.085111,-0.027106,-0.005130,-0.019014,0.000891
2/16/2001,0.012837,0.010174,0.000795,0.006734,0.000148,-0.002404,-0.001518,-0.002804,-0.004220,0.002384,-0.000042,-0.001167,-0.010248,0.002070,-0.013921,-0.012243,0.003126,-0.030623,-0.009685,-0.021779,-0.008391,-0.060264,-0.015461,0.000861
2/23/2001,0.001952,-0.002736,-0.017412,-0.005078,0.000036,0.000032,0.004296,0.003833,0.002482,-0.017228,0.000360,0.000104,-0.019314,-0.003704,-0.062363,-0.022187,-0.056700,-0.035530,-0.042659,-0.070712,0.008859,-0.011660,-0.007981,0.000779
3/2/2001,-0.010459,-0.019397,-0.013798,-0.041148,0.000408,0.005380,0.003935,0.006616,0.008872,0.013580,0.002755,0.004504,0.002669,0.004262,0.014997,-0.012839,-0.011687,-0.128257,-0.009061,-0.084978,0.003801,-0.033657,0.005970,0.001056
3/9/2001,0.004538,0.003270,-0.003950,-0.022461,0.000433,0.002059,0.001487,0.001762,0.002361,0.010621,0.001503,0.002055,-0.002187,0.006507,0.007878,0.011023,0.007898,0.024624,-0.000219,-0.036315,0.035579,0.007181,-0.000930,0.000863
3/16/2001,0.012263,0.039025,-0.000312,0.026879,0.000334,0.003324,0.008867,0.010096,0.012076,-0.017162,0.002994,0.004220,-0.032806,-0.013202,-0.052476,-0.057714,-0.055993,-0.005055,-0.066964,-0.091290,-0.044254,-0.045989,-0.035932,0.000952
3/23/2001,0.004247,0.008912,-0.009310,-0.000503,0.000325,0.003849,0.001184,0.001456,0.000057,-0.026633,0.002860,0.003467,-0.049872,-0.015633,-0.024880,-0.028267,-0.026759,-0.094923,-0.009208,0.034907,0.012268,0.007848,0.005995,0.001402
3/30/2001,0.008892,0.015113,0.026394,0.015552,0.000257,-0.002379,-0.001176,-0.002776,-0.005866,0.011691,0.000506,-0.000584,0.017520,0.004044,0.045778,0.043599,-0.011975,0.029182,0.018129,-0.077284,-0.016681,-0.024842,-0.021377,0.000885
4/6/2001,-0.013887,-0.030380,-0.034086,-0.070630,0.000574,0.000991,0.004809,0.005438,0.005134,0.013149,0.001425,0.001381,-0.039202,-0.021697,-0.009355,-0.005424,-0.024657,-0.047100,-0.027060,-0.079511,0.006560,0.029278,0.018253,0.000839
4/13/2001,0.012765,0.013010,0.020423,0.047991,0.000249,-0.006491,-0.008811,-0.012357,-0.016795,0.002360,-0.003434,-0.005280,-0.003541,0.001054,0.047296,0.029582,0.026308,0.087907,0.048942,0.183771,0.000000,0.043591,0.017715,0.000450
4/20/2001,-0.009321,-0.010661,-0.044200,-0.110624,0.000226,-0.003354,0.000800,-0.001278,-0.004638,-0.029820,0.000042,-0.000721,0.012628,0.001728,0.010807,0.020807,0.020437,0.034785,0.050329,0.127913,0.017248,-0.034336,-0.008600,0.000859
4/27/2001,0.008611,0.011570,0.028955,0.005461,0.000302,0.000135,-0.001379,-0.001946,-0.002189,0.011830,0.000465,0.000396,-0.005583,0.004979,0.021025,0.012562,0.014856,0.026594,0.008239,-0.063665,-0.004142,0.036290,0.000551,0.000890
5/4/2001,0.001115,-0.000898,0.002166,0.086138,0.000228,0.001120,0.005769,0.007239,0.010568,0.008444,0.000556,0.002164,0.017504,0.014002,-0.011699,-0.013135,0.018521,0.033020,0.011118,0.062603,0.008318,0.003184,0.006457,0.000800
5/11/2001,0.005377,0.019528,-0.016674,-0.007697,0.000233,0.000240,-0.007990,-0.011612,-0.016596,-0.006094,0.004039,0.004136,0.008327,0.000804,0.015343,0.004552,-0.006690,-0.001674,-0.016074,-0.053337,0.010892,0.006700,-0.009029,0.001584
